Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
Robert Lamphere,Gold,1346,1350,"But, of course, it’s been speculated that it wasn’t until he saw photographs of [Harry] Gold in our Philadelphia office that he decided, “Hey, they know this is the right guy,” and that’s when he decided to begin opening up."
Robert Lamphere,Cohen,2170,2175,": Yes, the question that you and I talked about on the phone of whether he might have passed more information while he was still in the United States, maybe to Lona Cohen."
Charles Critchfield,Hans,445,449,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Beth,450,454,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Kenneth,499,506,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,George,522,528,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Cyril,580,585,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Smith,586,591,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Dick,596,600,": And, I’m the one that had to report to Hans Bethe all the time, and his committee, which had Kenneth Bainbridge and George Kistiakowsky, and Niels Bohr when he was here, and Cyril Smith and Dick Dodson, and like that."
Charles Critchfield,Milo,733,737,"My other main man was Milo Sampson, he was in charge of my test site down there on the truck route, where the truck route is now."
Charles Critchfield,Sampson,738,745,"My other main man was Milo Sampson, he was in charge of my test site down there on the truck route, where the truck route is now."
Charles Critchfield,Klaus,1441,1446,"I found the document, a copy of the document that [Klaus] Fuchs gave them, describing in great detail the initiator, which you know is still classified here."
Ted Taylor,Carson,10,16,: I think Carson Mark is the most valuable resource to talk to about what happened in those days at Los Alamos.
Ted Taylor,Mark,17,21,: I think Carson Mark is the most valuable resource to talk to about what happened in those days at Los Alamos.
Ted Taylor,Edward,127,133,"At Livermore, [Edward] Teller, certainly."
Ted Taylor,Herb,223,227,: Herb YorkI think is anxious for the story to be told correctly.
Ted Taylor,York,228,232,: Herb YorkI think is anxious for the story to be told correctly.
Ted Taylor,John,287,291,John Foster was deeply involved in what was going on.
Ted Taylor,Foster,292,298,John Foster was deeply involved in what was going on.
Ted Taylor,Marshall,1019,1027,"Key people there besides Carson Mark that are around that I would urge you to try and to talk to are Marshall Rosenbluth, who’s in La Jolla and retired."
Ted Taylor,Rosen,1028,1033,"Key people there besides Carson Mark that are around that I would urge you to try and to talk to are Marshall Rosenbluth, who’s in La Jolla and retired."
Ted Taylor,Conrad,1071,1077,"Conrad Longmire had an enormous impact on what was happening, in terms of actively getting answers to questions that kept coming up."
Ted Taylor,Long,1078,1082,"Conrad Longmire had an enormous impact on what was happening, in terms of actively getting answers to questions that kept coming up."
Ted Taylor,Nick,1400,1404,Nick Metropolis is still living I think in Los Alamos.
Ted Taylor,Metropolis,1405,1415,Nick Metropolis is still living I think in Los Alamos.
Ted Taylor,Von,1481,1484,He was very close to John Von Neumann in the computer end of things.
Ted Taylor,Neumann,1485,1492,He was very close to John Von Neumann in the computer end of things.
Ted Taylor,Bill,1562,1566,"Bill Ogle–I don’t know where he is, but Carson would know."
Ted Taylor,Graves,1771,1777,Al Graves was the head of the test division.
Ted Taylor,Preston,2070,2077,The one who was in charge when I was there was Preston Hammer.
Ted Taylor,Hammer,2078,2084,The one who was in charge when I was there was Preston Hammer.
David Fox,Reed,11,15,": Hi, I am Reed Srere – R-e-e-d S-r-e-r-e."
David Fox,David,178,183,: I am David Fox.
David Fox,Fox,184,187,: I am David Fox.
David Fox,Harold,1157,1163,": [At] Columbia, his thesis advisor was Isidor Rabi, a Nobel Prize winner, and also Harold Urey – Nobel Prize winners."
David Fox,Nancy,1748,1753,"He moved his family: myself, my sister Nancy, and my mother Lillian."
David Fox,Lillian,1769,1776,"He moved his family: myself, my sister Nancy, and my mother Lillian."
To Fermi ~ with Love – Part 3,Gus,559,562,"As work progressed, carpenter Gus Knuth recalls some of the problems."
To Fermi ~ with Love – Part 3,Herbert,693,700,[Herbert] Anderson and everyone wanted to know what I could do.
To Fermi ~ with Love – Part 3,Anderson,702,710,[Herbert] Anderson and everyone wanted to know what I could do.
To Fermi ~ with Love – Part 3,Otto,1669,1673,"Many recall how often he used it, including Otto Hillig."
To Fermi ~ with Love – Part 3,Hill,1674,1678,"Many recall how often he used it, including Otto Hillig."
To Fermi ~ with Love – Part 3,Walter,1750,1756,"He had told [Walter] Zinn to do some certain experiment the week after he came there, and since that experiment did not work out, he got out his slide rule and in a couple of minutes he was figuring and figuring."
Henry Frisch and Andrew Hanson,Andrew,65,71,My name is Andrew J.
Henry Frisch and Andrew Hanson,Hanson,75,81,"Hanson, and I’m the son of Alfred O."
Henry Frisch and Andrew Hanson,Alfred,102,108,"Hanson, and I’m the son of Alfred O."
Henry Frisch and Andrew Hanson,Ray,193,196,"Hanson, who was at Los Alamos just having finished his PhD, and coming down from Ray Herb’s nuclear physics research group at Wisconsin."
Henry Frisch and Andrew Hanson,Herb,197,201,"Hanson, who was at Los Alamos just having finished his PhD, and coming down from Ray Herb’s nuclear physics research group at Wisconsin."
Henry Frisch and Andrew Hanson,Van,316,319,He was working for his PhD on nuclear physics experiments with the Van de Graaff generators.
Henry Frisch and Andrew Hanson,Hans,702,706,"I was born on February 22, 1944 in the apartment downstairs from the apartment then occupied by Hans and Rose Bethe."
Henry Frisch and Andrew Hanson,Rose,711,715,"I was born on February 22, 1944 in the apartment downstairs from the apartment then occupied by Hans and Rose Bethe."
Henry Frisch and Andrew Hanson,Beth,716,720,"I was born on February 22, 1944 in the apartment downstairs from the apartment then occupied by Hans and Rose Bethe."
Henry Frisch and Andrew Hanson,Elizabeth,1037,1046,"In fact, I checked with my mother, who is still living—Elizabeth Hanson, age 97—and she said I was two weeks premature."
Henry Frisch and Andrew Hanson,Henry,1369,1374,"We also have here— Yes, I’m Henry Frisch."
Henry Frisch and Andrew Hanson,Weiss,1599,1604,Your father had to go back and took his degree with Viki Weisskopf.
Mary Rockwell,Mary,13,17,: My name is Mary Rockwell.
Mary Rockwell,Rock,18,22,: My name is Mary Rockwell.
Mary Rockwell,Compton,103,110,What was your maiden name? Compton.
Mary Rockwell,Arthur,583,589,"Arthur Holly Compton was her husband, and the hostess should have introduced her as Mrs."
Mary Rockwell,Holly,590,595,"Arthur Holly Compton was her husband, and the hostess should have introduced her as Mrs."
Mary Rockwell,Ted,1615,1618,"We would go down to Y-12 and we would see people at the cafeteria, Ted among others."
To Fermi ~ with Love – Part 2,Enrico,734,740,"Of course, we never were there, Enrico was never there, but he had accepted the position on condition that he would have an assistant, so the assistant was there."
To Fermi ~ with Love – Part 2,Corbin,935,941,The Corbino group was being dissolved by uncontrollable forces.
To Fermi ~ with Love – Part 2,Emilio,1079,1085,"[Emilio] Segrè, in Palermo since 1936, remained permanently at the University of California following a summer session there."
To Fermi ~ with Love – Part 2,Franco,1205,1211,[Franco] Rasetti would leave Italy in June of 1939 to become Professor of Physics at Laval University in Quebec.
Jane Yantis,Jane,62,66,"Would you say your name and then spell it to start with? It’s Jane Yantis, J-A-N-E, Y-A-N-T-I-S."
Jane Yantis,Ridge,1686,1691,"What kind of engineer, petroleum? Then from Knoxville, Tennessee, he was sent to Oak Ridge."
Norman Brown,Norman,13,19,: My name is Norman L.
Norman Brown,Brown,23,28,Brown.
Harold E. Hoover,Harold,13,19,: My name is Harold E.
Harold E. Hoover,Hoover,23,29,"Hoover, that’s H-O-O-V-E-R, commonly known as Hal, H-A-L."
Harold E. Hoover,Hal,69,72,"Hoover, that’s H-O-O-V-E-R, commonly known as Hal, H-A-L."
General Leslie Groves,Margaret,302,310,"[Margaret] Gowing’s book [Britain and Atomic Energy, 1935–1945]—that if this plant was shut down for any reason, through excessive air entrance or loss of vacuum or anything like that, it would take a long time to get it back on stream and operating."
Leon Love and George Banic,Leon,31,35,"Leon Love at Oak Ridge July 15, 1963."
Leon Love and George Banic,Love,36,40,"Leon Love at Oak Ridge July 15, 1963."
Alexander Langsdorf,Lang,24,28,Langsdorf.
Alexander Langsdorf,Ernest,265,271,"Oh, in the first place, as soon as I got my PhD at MIT, I went out to Berkeley as a national research fellow and started to work in Ernest Lawrence’s lab doing nuclear physics, which was a brand new field then, just opening up in 1938."
Alexander Langsdorf,Lawrence,272,280,"Oh, in the first place, as soon as I got my PhD at MIT, I went out to Berkeley as a national research fellow and started to work in Ernest Lawrence’s lab doing nuclear physics, which was a brand new field then, just opening up in 1938."
Alexander Langsdorf,Emilio,504,510,Then I spent a year working with Emilio Segre on fission products.
Alexander Langsdorf,John,1100,1104,"John Lawrence, and I remember Joe Hamilton, who was a young MD working with John Lawrence."
Alexander Langsdorf,Joe,1130,1133,"John Lawrence, and I remember Joe Hamilton, who was a young MD working with John Lawrence."
Alexander Langsdorf,Hamilton,1134,1142,"John Lawrence, and I remember Joe Hamilton, who was a young MD working with John Lawrence."
Alexander Langsdorf,Bob,1268,1271,"Ernest Lawrence knew that they wanted to build a cyclotron, and arranged for Bob Thornton to go there in charge of building it and taking care of his young men."
Alexander Langsdorf,Thornton,1272,1280,"Ernest Lawrence knew that they wanted to build a cyclotron, and arranged for Bob Thornton to go there in charge of building it and taking care of his young men."
Peter Galison,Kelly,12,17,: I’m Cindy Kelly.
Peter Galison,Peter,95,100,"This is Wednesday, June 24th, 2015, and I’m in Cambridge Massachusetts with Peter Gailson."
Peter Galison,Gail,101,105,"This is Wednesday, June 24th, 2015, and I’m in Cambridge Massachusetts with Peter Gailson."
Peter Galison,Albert,378,384,"One of them is the relativity theories by Albert Einstein which had contributions by others, but in many ways he led the way."
Peter Galison,Einstein,385,393,"One of them is the relativity theories by Albert Einstein which had contributions by others, but in many ways he led the way."
Peter Galison,Erwin,601,606,"And then in Quantum mechanics, which was much more of a collective activity and drew on Einstein too, but also for Bohr and Heisenberg and Erwin Schrödinger and many others."
Peter Galison,Otto,2106,2110,That changed in the period just before World War II where Lise Meitner and [Otto] Hahn and others began to understand this notion of nuclear fission; that you could break apart a big nucleus like that of uranium and turn it into two smaller nuclei generating immense amounts of energy.
Peter Galison,Hahn,2112,2116,That changed in the period just before World War II where Lise Meitner and [Otto] Hahn and others began to understand this notion of nuclear fission; that you could break apart a big nucleus like that of uranium and turn it into two smaller nuclei generating immense amounts of energy.
General Kenneth Nichols,Nichols,8,15,"General Nichols, Part 2."
General Kenneth Nichols,Keith,45,50,"But Dobie [Percival Keith] came back immediately, or shortly thereafter, with the suggestion we build more gaseous diffusion base plants, and that was why we built the K-27 plant."
Robert J.S. Brown,Robert,4,10,I’m Robert JS Brown.
Robert J.S. Brown,Brown,14,19,I’m Robert JS Brown.
Robert J.S. Brown,Don,870,873,Who did you work with at Los Alamos? I worked under Don Hornig.
Robert J.S. Brown,Horn,874,878,Who did you work with at Los Alamos? I worked under Don Hornig.
Robert J.S. Brown,George,1411,1417,"And George Kistiakowsky, high up, well, head of the division I was in, dismissed all of the white badge people and told the rest of us what the project was all about."
Bob Carter,Erwin,365,370,"Well it was already ongoing, Niels Bohr and [Erwin] Schrodinger and some others in Europe had already pretty much proposed the structure of the atom and started understanding fairly well the basis of modern quantum mechanics."
The Hiroshima Mission,Truman,1786,1792,If the bomb is not used military experts have told President Truman one million American causalities may result from an invasion of the Japanese main islands.
The Hiroshima Mission,William,2246,2253,Navy Captain William S.
The Hiroshima Mission,Parsons,2257,2264,"Parsons Technical Control Officer asks permission of the Officer Second in Command of the Manhattan District, General Thomas Farrell to arm the bomb in flight."
The Hiroshima Mission,Thomas,2375,2381,"Parsons Technical Control Officer asks permission of the Officer Second in Command of the Manhattan District, General Thomas Farrell to arm the bomb in flight."
The Hiroshima Mission,Farrell,2382,2389,"Parsons Technical Control Officer asks permission of the Officer Second in Command of the Manhattan District, General Thomas Farrell to arm the bomb in flight."
The Atomic Bombers,Robert,885,891,"In 1945, Robert Lewis was a Captain in the 509thComposite Bomb Group."
The Atomic Bombers,Lewis,892,897,"In 1945, Robert Lewis was a Captain in the 509thComposite Bomb Group."
The Atomic Bombers,Paul,1042,1046,"In the raid on Hiroshima, the Enola Gay was flown by Colonel Paul Tibbets Commanding Officer of the group."
Raemer Schreiber,Marshall,1792,1800,[Marshall G.
Raemer Schreiber,Holloway,1805,1813,"] Holloway, [L."
Raemer Schreiber,King,1824,1828,"] King, Dr."
Raemer Schreiber,Charles,1834,1841,Charles P.
Raemer Schreiber,Baker,1845,1850,"Baker (who is now at Brookhaven), and myself."
Raemer Schreiber,Donald,1914,1920,"We then joined up with Donald Kerst, who was the inventor of the Betatron earlier and had come here earlier."
Fred Hunt,Darling,273,280,Lyman Darling was the general DuPont man for power for all the military explosives.
Bob Caron’s Tape to Joe Papalia,Bob,24,27,"Oh, now for comments on Bob Lewis."
Bob Caron’s Tape to Joe Papalia,Lewis,28,33,"Oh, now for comments on Bob Lewis."
Bob Caron’s Tape to Joe Papalia,Joe,82,85,"I do not know what the hell to say about that, Joe."
Bob Caron’s Tape to Joe Papalia,Paul,267,271,"He is very bitter, and very bitter towards [Paul] Tibbets."
Richard Foster,Dick,8,12,This is Dick Foster.
Richard Foster,Foster,13,19,This is Dick Foster.
Richard Foster,Steve,33,38,"Hi, this is Steve Sanger in Seattle."
John W. Healy,Carl,135,139,Another one you may want to talk to is Carl Garmertsfelder in Knoxville.
John W. Healy,Herb,356,360,"I worked for Carl for a while, and he reported to Herb Parker."
John W. Healy,Parker,361,367,"I worked for Carl for a while, and he reported to Herb Parker."
John W. Healy,Dick,2087,2091,Dick Foster could tell you better.
John W. Healy,Foster,2092,2098,Dick Foster could tell you better.
Charles Oppenheimer and Dorothy Vanderford,Bird,12,16,"This is Kai Bird off camera, interviewing Charles Oppenheimer and Dorothy Vanderford."
Charles Oppenheimer and Dorothy Vanderford,Charles,42,49,"This is Kai Bird off camera, interviewing Charles Oppenheimer and Dorothy Vanderford."
Charles Oppenheimer and Dorothy Vanderford,Dorothy,66,73,"This is Kai Bird off camera, interviewing Charles Oppenheimer and Dorothy Vanderford."
Charles Oppenheimer and Dorothy Vanderford,Van,74,77,"This is Kai Bird off camera, interviewing Charles Oppenheimer and Dorothy Vanderford."
Charles Oppenheimer and Dorothy Vanderford,Ella,1087,1091,Then afterwards he took me up to a house in Santa Fe where Ella was staying.
Richard Baker,Art,1312,1315,In the purification it was Art Wahl ironically one of the co-discoveries of the element.
Richard Baker,Glenn,1443,1448,He was the co-discoverer of plutonium with [Glenn] Seaborg and [Edwin] McMillan.
Richard Baker,Edwin,1463,1468,He was the co-discoverer of plutonium with [Glenn] Seaborg and [Edwin] McMillan.
Richard Baker,Johns,1597,1602,Johns.
Richard Baker,Eric,1703,1707,The fabrication and all and metallurgical properties of metal by Eric [R.
Richard Baker,Jett,1713,1717,] Jette was in charge of that work.
Richard Baker,Joe,1790,1793,: Now who was the head of this division? : Joe Kennedy.
Richard Baker,Kennedy,1794,1801,: Now who was the head of this division? : Joe Kennedy.
Richard Baker,Cyril,1803,1808,"Cyril Smith was his right hand man, but Joe Kennedy was really the head of the division."
Richard Baker,Smith,1809,1814,"Cyril Smith was his right hand man, but Joe Kennedy was really the head of the division."
Richard Baker,Louis,2177,2182,Louis now and I believe Art is head of the Chemistry Department there.
William Downey,George,558,564,George] Zabelka now.
William Downey,Ben,663,666,"Ben Aura, being headheard about it, went on up there, and publicly questions Zabelka about his being a chaplain in the 509thand “What about Downey?” “I was the Catholic Chaplain,” he says."
William Downey,George,629,635,George] Zabelka wasn’t even there.
William Downey,Leslie,1458,1464,"Now that because Leslie Groves wanted the publicity and so forth, when they returned it was something else, a heck of a lot of people there."
William Downey,Grove,1465,1470,"Now that because Leslie Groves wanted the publicity and so forth, when they returned it was something else, a heck of a lot of people there."
William Downey,Paul,1657,1661,[Paul] Tibbets got out of the airplane first and he was smoking a pipe.
William Downey,Cross,2049,2054,"General Spaatz, he was a four-star general, pinned the Distinguished Service Cross on his flying suit."
Robert Nobles and William Sturm,Enrico,1318,1324,"Is this your impression— As far as our group, our group, being the one that worked with [Enrico] Fermi starting late in ’41 and through ’42, and then on to the time in late ’42 when the chain reaction started—our problems were not technological."
Norman Hilberry,Arthur,98,104,:  You personally you were in what department or building? You were directly working with Doctor [Arthur H.
Norman Hilberry,Compton,109,116,] Compton? : He called Dick Doan back in first.
Norman Hilberry,Dick,130,134,] Compton? : He called Dick Doan back in first.
Norman Hilberry,Tom,230,233,"H and Dick Doan had been, and Tom Johnson who is now with Raytheon, had been students of Compton’s clear back in the ‘20s when they were doing their graduate work."
Norman Hilberry,Johnson,234,241,"H and Dick Doan had been, and Tom Johnson who is now with Raytheon, had been students of Compton’s clear back in the ‘20s when they were doing their graduate work."
Ray Gallagher’s Accounts of the Hiroshima and Nagasaki Missions,Ray,11,14,My name is Ray Gallagher.
Ray Gallagher’s Accounts of the Hiroshima and Nagasaki Missions,Gallagher,15,24,My name is Ray Gallagher.
Ray Gallagher’s Accounts of the Hiroshima and Nagasaki Missions,William,2026,2033,"When Commander [William “Deak”] Parsons stood up and introduced himself, he showed pictures of a bomb that had been recently exploded in New Mexico."
Ray Gallagher’s Accounts of the Hiroshima and Nagasaki Missions,Parsons,2042,2049,"When Commander [William “Deak”] Parsons stood up and introduced himself, he showed pictures of a bomb that had been recently exploded in New Mexico."
Lew Kowarski,Enrico,111,117,"One thing I don’t understand, and it’s a very ignorant question, but what was actually the difference between [Enrico] Fermi’s experiment in ’34 and [Otto] Hahn’s? Because, why do we say that Hahn was the first one, while Fermi also bombarded uranium? I don’t it’s true to say that Hahn was the first one."
Lew Kowarski,Otto,150,154,"One thing I don’t understand, and it’s a very ignorant question, but what was actually the difference between [Enrico] Fermi’s experiment in ’34 and [Otto] Hahn’s? Because, why do we say that Hahn was the first one, while Fermi also bombarded uranium? I don’t it’s true to say that Hahn was the first one."
Lew Kowarski,Hahn,156,160,"One thing I don’t understand, and it’s a very ignorant question, but what was actually the difference between [Enrico] Fermi’s experiment in ’34 and [Otto] Hahn’s? Because, why do we say that Hahn was the first one, while Fermi also bombarded uranium? I don’t it’s true to say that Hahn was the first one."
Alfred Nier,Robert,98,104,Robert] Oppenheimer had gotten a hold of me and suggested I might come out to Los Alamos.
Alfred Nier,John,270,274,"And John Williams, my colleague here on the staff, was already out there, and played an important part in the project out there."
Alfred Nier,Williams,275,283,"And John Williams, my colleague here on the staff, was already out there, and played an important part in the project out there."
Alfred Nier,Keith,794,799,"And this is the kind of thing that Keith refers to, these enormous engineering problems."
Alfred Nier,Dunn,1116,1120,"Because Dunning and I were very close friends, and I knew about this whole program through Dunning, of course, and Benedict, too."
Alfred Nier,Benedict,1223,1231,"Because Dunning and I were very close friends, and I knew about this whole program through Dunning, of course, and Benedict, too."
Ray Gallagher and Fred Olivi,Rosenberg,73,82,"Here once again is your host, Milt Rosenberg."
Ray Gallagher and Fred Olivi,Robert,215,221,"As we are tonight talking about the Hiroshima and Nagasaki missions, whose 43rdanniversary comes this weekend, we are talking with Robert Messer, Professor of History at the University of Illinois Chicago and with two participants in those missions."
Ray Gallagher and Fred Olivi,Ray,334,337,Ray Gallagher was on both.
Ray Gallagher and Fred Olivi,Gallagher,338,347,Ray Gallagher was on both.
Ray Gallagher and Fred Olivi,Fred,361,365,"Fred Olivi was the co-pilot on Bock’s Car, the second—the plane that dropped the bomb over Nagasaki."
Ray Gallagher and Fred Olivi,Milton,33,39,"Here is your host and moderator, Milton Rosenberg."
Ray Gallagher and Fred Olivi,Rosenberg,40,49,"Here is your host and moderator, Milton Rosenberg."
Ray Gallagher and Fred Olivi,Fred,270,274,"They are Fred Olivi, who was the co-pilot of Bockscar."
Ray Gallagher and Fred Olivi,Ray,381,384,"Ray Gallagher was Staff Sergeant both on that flight and on the flight three days earlier, the flight over Hiroshima."
Ray Gallagher and Fred Olivi,Gallagher,385,394,"Ray Gallagher was Staff Sergeant both on that flight and on the flight three days earlier, the flight over Hiroshima."
Ray Gallagher and Fred Olivi,Robert,624,630,"Our third guest, Robert Messer, probably wasn’t born by that time but is a close student of the history of that period."
Ray Gallagher and Fred Olivi,Harry,838,843,"He is Professor of History at the University of Illinois at Chicago, and has done a good deal of writing about Harry Truman and the major decisions he had to make, including the decision to send Fred Olivi and Ray Gallagher and their colleagues off on those particular missions."
Ray Gallagher and Fred Olivi,Truman,844,850,"He is Professor of History at the University of Illinois at Chicago, and has done a good deal of writing about Harry Truman and the major decisions he had to make, including the decision to send Fred Olivi and Ray Gallagher and their colleagues off on those particular missions."
Nuclear War Radio Series,Ross,72,76,"I’m Ross Simpson on a bus, heading into Cheyenne Mountain, outside of Colorado Springs, Colorado."
Nuclear War Radio Series,Simpson,77,84,"I’m Ross Simpson on a bus, heading into Cheyenne Mountain, outside of Colorado Springs, Colorado."
Nuclear War Radio Series,Mike,1300,1304,"Although launch data is refined by eighty-seven computers at NORAD, Lieutenant Colonel Mike Weniger, Director of Missile Warning Operations, says man is never left out of the equation."
Nuclear War Radio Series,Good,1661,1665,Lieutenant Cath Goode was one of the men in the loop on Bravo Team the day I visited the Missile Tracking Center.
Michele Gerber,Michele,11,18,"My name is Michele Gerber, M-I-C-H-E-L-E G-E-R-B-E-R."
Michele Gerber,Betsy,1263,1268,"Believe me, when I speak to groups of students, college students and high school students, to them I might as well be Betsy Ross."
Michele Gerber,Ross,1269,1273,"Believe me, when I speak to groups of students, college students and high school students, to them I might as well be Betsy Ross."
Dorothy Wilkinson,Dorothy,11,18,"My name is Dorothy Wilkinson, D-o-r-o-t-h-y W-i-l-k-i-n-s-o-n."
Dorothy Wilkinson,Wilkinson,19,28,"My name is Dorothy Wilkinson, D-o-r-o-t-h-y W-i-l-k-i-n-s-o-n."
Dorothy Wilkinson,Paul,1249,1253,"That is what I did, and I met Paul almost the first day that I came to work."
Paul Wilkinson,Paul,13,17,": My name is Paul Wilkinson, spelled P-a-u-l W-i-l-k-i-n-s-o-n."
Paul Wilkinson,Wilkinson,18,27,": My name is Paul Wilkinson, spelled P-a-u-l W-i-l-k-i-n-s-o-n."
Sheila Rowan and Jo-Ellen Iacovino,Rowan,690,695,"Well, we stayed because she [sister Colleen Rowan Black] stayed and got married."
Sheila Rowan and Jo-Ellen Iacovino,Black,696,701,"Well, we stayed because she [sister Colleen Rowan Black] stayed and got married."
J. Carson Mark,Joseph,84,90,We shouldn’t have been making this damn bomb without trying to keep it secret from [Joseph] Stalin.
J. Carson Mark,Stalin,92,98,We shouldn’t have been making this damn bomb without trying to keep it secret from [Joseph] Stalin.
J. Carson Mark,Klaus,158,163,[Klaus] Fuchs believed and took it into his own hands to make sure that the conversation went on.
J. Carson Mark,Igor,953,957,"And, indeed, the bomb that [Igor] Kurchatov and his team build wasn’t very different either."
Bob Caron,Bob,19,22,": I’m talking with Bob Caron, who was the Tail Gunner on the Enola Gay, the day it flew to Hiroshima, Japan and dropped the first atomic bomb."
Bob Caron,Car,23,26,": I’m talking with Bob Caron, who was the Tail Gunner on the Enola Gay, the day it flew to Hiroshima, Japan and dropped the first atomic bomb."
Bob Caron,Paul,416,420,"The one that strikes in my memory as the first thing, was the briefing we had about two days before, when Colonel [Paul] Tibbets called all the crews that would be involved in the mission to a briefing, and told us that we would be carrying a new type of weapon."
Louis Rosen,Louis,17,22,"Well, my name is Louis Rosen."
Louis Rosen,Rosen,23,28,"Well, my name is Louis Rosen."
Robert Serber,Ernest,2,8,: Ernest [Lawrence] got overexcited about the Russian bomb.
Robert Serber,Lawrence,10,18,: Ernest [Lawrence] got overexcited about the Russian bomb.
Robert Serber,Edward,76,82,I imagine that [Edward] Teller called him and got him worked up.
Robert Serber,Hans,269,273,"I told him if he wanted to really find out he should talk to [Hans] Bethe, but he never did."
Robert Serber,Beth,275,279,"I told him if he wanted to really find out he should talk to [Hans] Bethe, but he never did."
Robert Serber,Berkeley,1846,1854,"Want to hear about the GAC meeting? : Just back up and say, how did you become to be at Berkeley? What was your position there? : I was the director of theoretical physics at the Radiation Lab."
Stanislaus Ulam,Stan,22,26,"Stanislaw Ulam in Santa Fe, New Mexico, July 6, 1983."
Stanislaus Ulam,Howard,536,542,I think it’s because of that Howard Morland book about the H-bomb.
Stanislaus Ulam,Carson,832,838,Is Carson Mark still around? Yes.
Stanislaus Ulam,Mark,839,843,Is Carson Mark still around? Yes.
Stanislaus Ulam,Herbert,990,997,"Herbert York whom I saw last week also said, “Well Ulam’s more colorful, but you should also talk to Carson Mark."
Stanislaus Ulam,York,998,1002,"Herbert York whom I saw last week also said, “Well Ulam’s more colorful, but you should also talk to Carson Mark."
Stanislaus Ulam,Rose,1238,1242,There was a young lady whose name was Rose.
Stanislaus Ulam,Cecil,1356,1361,[Inaudible] were descended from the original Cecil Rhodes he made a great deal of money over there.
Stanislaus Ulam,Rhodes,1362,1368,[Inaudible] were descended from the original Cecil Rhodes he made a great deal of money over there.
Stanislaus Ulam,John,1724,1728,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,von,1730,1733,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,Neumann,1734,1741,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,Edward,1747,1753,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,Leo,1767,1770,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,Eugene,1785,1791,"I spent some time trying to write about those early Hungarian years for [John] von Neumann and [Edward] Teller and [Leo] Szilard and [Eugene] Wigner, all four."
Stanislaus Ulam,Car,1858,1861,This very much helps by your discussion by the Carpathian phenomenon.
Helene Suydam,Norris,27,33,: I find this story of how Norris Bradbury came to Los Alamos rather interesting.
Helene Suydam,Brad,34,38,: I find this story of how Norris Bradbury came to Los Alamos rather interesting.
Helene Suydam,Leonard,212,219,He was a graduate student at the University of California in the ‘30s and every student who was a graduate student of Professor [Leonard] Loeb had to join the Navy reserve.
Helene Suydam,Parsons,663,670,"And Captain Parsons was at the proving ground, and when Groves decided they needed a ballistic specialist to study the ballistic characteristics of the bomb, and design the bomb, and have the plane capable of carrying the bomb, Parsons was asked to come to Los Alamos."
Helene Suydam,Grove,707,712,"And Captain Parsons was at the proving ground, and when Groves decided they needed a ballistic specialist to study the ballistic characteristics of the bomb, and design the bomb, and have the plane capable of carrying the bomb, Parsons was asked to come to Los Alamos."
Roger Rohrbacher,Roger,0,5,Roger Rohrbacher: I’m Roger Rohrbacher.
Rex Edward Keller,Rex,50,53,Rex Edward Keller.
Rex Edward Keller,Edward,54,60,Rex Edward Keller.
Rex Edward Keller,Keller,61,67,Rex Edward Keller.
Rex Edward Keller,Joseph,677,683,"My brother [Keaton Keller] had gotten a job there in the chemistry department, [Joseph W."
Rex Edward Keller,Kennedy,688,695,] Kennedy’s Chemistry Division.
Rex Edward Keller,Seth,1185,1189,But then I transferred over to Seth Neddermeyer’s physics department.
