interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Mildred Goldberger,Serber,2,8,": Serber, yes.",269,15748,15754,['Serber'],['Serber']
Mildred Goldberger,Serber,8,14,": Yeah, Serber was active at the cutting edge much longer.",270,15768,15774,['Serber'],['Serber']
Mildred Goldberger,Serber,0,6,"Serber was really not his student, you know.",277,16038,16044,['Serber'],['Serber']
Mildred Goldberger,Serber,70,76,: Murph claims that all of Oppenheimer’s best work was really done by Serber.,280,16199,16205,['Serber'],['Serber']
Mildred Goldberger,Dan,4,7,"Sid Dancoff, does that name mean anything to you?",21,1071,1074,['Sid Dancoff'],['Sid Dancoff']
Mildred Goldberger,Dan,10,13,I was Sid Dancoff’s group.,25,1267,1270,['Sid Dancoff’s'],['Sid Dancoff’s']
Mildred Goldberger,Smyth,32,37,"What mattered about people like Smyth particularly— : I didn’t mean Smyth so much as— : Well, Smyth was in fact a member of that community by birth, and he moved in and out of it very freely.",359,22129,22134,['Smyth'],['Smyth']
Miles Leverett,Glenn,30,35,Did you have much to do with [Glenn] Seaborg?,283,20911,20916,['[Glenn] Seaborg'],['[Glenn] Seaborg']
Miles Leverett,Ray,1,4,"[Ray] Generaux told me that he designed them, that they had never intended that they be permanent storage.",325,23207,23210,['[Ray] Generaux'],['[Ray] Generaux']
Miles Leverett,Alvin,17,22,": You remember, [Alvin] Weinberg was saying that his recollection was that at best it might be 1.08 or so.",196,15325,15330,['Alvin] Weinberg'],['Alvin] Weinberg']
Miles Leverett,Cooper,87,93,": During the time that—let’s see, I was in Chicago up until September of ’43, and C.M. Cooper came in as the director of the technical division.",139,11539,11545,['C.M. Cooper'],['C.M. Cooper']
Miles Leverett,Cooper,0,6,"Cooper, as director of the technical division, Cooper had charge of the development of the fuel, the graphite, the control mechanisms for the reactors.",172,13473,13479,"['Cooper', 'Cooper']","['Cooper', 'Cooper']"
Miles Leverett,Doan,110,114,"That evening, when I got to Chicago, he met me and took me to the hotel where he was staying, and he and Dick Doan, R.L. Doan, told me what the project was all about.",5,606,610,"['Dick Doan', 'R.L. Doan']","['Dick Doan', 'R.L. Doan']"
Miles Leverett,Dick,7,11,"He and Dick Doan, R.",60,6520,6524,['Dick Doan'],['Dick Doan']
Miles Leverett,Douglas,59,66,"There were two types, and they picked out Convair, Boeing, Douglas, and I believe North American to work on the airframe.",356,25496,25503,['Douglas'],['Douglas']
Miles Leverett,Fermi,11,16,: [Enrico] Fermi.,152,12384,12389,['Enrico] Fermi'],['Enrico] Fermi']
Miles Leverett,Eugene,29,35,: I suppose you worked with [Eugene] Wigner then?,149,12295,12301,['Eugene] Wigner'],['Eugene] Wigner']
Miles Leverett,Fair,198,202,": Well, after three years, the Air Force and the AEC [Atomic Energy Commission] decided that the project was far enough along that they should turn it over to companies that had more resources than Fairchild did.",354,25350,25354,['Fairchild'],['Fairchild']
Miles Leverett,Gene,5,9,"But, Generaux remembered it, of course, since he designed it, but he said mainly that they never intended it to be permanent.",336,23972,23976,['Generaux'],['Generaux']
Miles Leverett,Beaton,135,141,": Well, there was one guy that I worked with that later he came to General Electric, and later became my boss at General Electric, Rod Beaton.",277,20617,20623,['Rod Beaton'],['Rod Beaton']
Miles Leverett,Moore,18,23,"When my boss T.V. Moore asked me if I wanted to come to work on a war project, the whole thing sounded pretty flaky because he couldn’t tell me what I would be doing or where I would be located.",0,18,23,['T.V. Moore'],['T.V. Moore']
Miles Leverett,Moore,14,19,"My boss, T.V. Moore, disappeared.",53,5554,5559,['T.V. Moore'],['T.V. Moore']
Miles Leverett,Moore,11,16,": No, T.V. Moore, who had been my boss at Humble, was in charge of it, although he stayed there only about six months.",95,8521,8526,['T.V. Moore'],['T.V. Moore']
Milton Levenson,Alex,9,13,"I said, “Alex, is this what it’s all about?” Well, now I’m an  unguided missile.",133,9750,9754,['Alex'],['Alex']
Milton Levenson,Argo,18,22,"The Army came  to Argonne and said, “We don’t want Argonne’s supervisors on the two  back shifts anymore.",345,29091,29095,"['Argonne', 'Argonne']","['Argonne', 'Argonne']"
Milton Levenson,Argo,32,36,"Wally Zinn, who was Director of Argonne – and a  man by the name of Steve Lawroski, who was head of the Chemical  Engineering Division – Zinn agreed to accept the program at Argonne, but  he would not accept transferring all of the people.",289,23620,23624,"['Wally Zinn', 'Argonne', 'Steve Lawroski', 'Zinn']",['Argonne']
Milton Levenson,Argo,93,97,"I was not in the reactor program, but he  said, “You know, why don’t you come work for me at Argonne?",293,24206,24210,['Argonne'],['Argonne']
Milton Levenson,Argo,48,52,"A reactor was the obvious answer, so they asked Argonne to design and  build a prototype of a reactor.",335,28239,28243,['Argonne'],['Argonne']
Milton Levenson,Argo,171,175,"There are not necessarily  the kind of people that we would pick and train for reactor operators.”  There was a stalemate, because the Army said, “It’s our reactor,” and  Argonne said, “It’s our safety.” The way it was solved is Combustion Engineering [Company] took over  the contract.",349,29753,29757,['Argonne'],['Argonne']
Milton Levenson,Lane,21,25,"And it gave him Bill Laney [misspoke: Robert Laney],  who was a New England WASP who could introduce him to congressmen on a  first-name basis.",222,17684,17688,"['Bill Laney', 'Robert Laney']","['Bill Laney', 'Robert Laney']"
Milton Levenson,Kelly,10,15,"I’m Cindy Kelly, I’m in Alexandria, Virginia.",1,15,20,['Cindy Kelly'],['Cindy Kelly']
Milton Levenson,Con,68,71,"That gave him Lou  Roddis, who many years later become President of Con Ed [Consolidated  Edison Company].",221,17625,17628,"['Lou  Roddis', 'Con Ed']",['Con Ed']
Milton Levenson,Fermi,90,95,"A couple of years later, there was an accident in the criticality  facility, and [Enrico] Fermi and Zinn decided that they really needed a  safety committee, and they decided it had to be people who worked  fulltime.",306,25239,25244,"['Enrico] Fermi', 'Zinn']",['Enrico] Fermi']
Milton Levenson,Murphy,4,10,"J.] Murphy at  the Oak Ridge National Lab, who was a chemist from DuPont, chemical  engineer.",142,10284,10290,['J.] Murphy'],['J.] Murphy']
Milton Levenson,John,5,9,"The  John Crerar Library was the top technical library in probably the world,  and I spent a half a day there.",124,8950,8954,['John Crerar Library'],['John Crerar Library']
Milton Levenson,Leslie,45,51," We’ve called, we’ve sent notice to [General Leslie] Groves’ office, and  they’re going to promote you from private to private first class.",158,11647,11653,['Leslie]'],['Leslie]']
Milton Levenson,Lev,17,20,"M-i-l-t-o-n, and Levenson is L-e-v-e-n-s-o-n.",7,233,236,['Levenson'],['Levenson']
Milton Levenson,Libby,72,77,"He was doing a lot of work with carbon-14, so that was  my contact with Libby.",237,19264,19269,['Libby'],['Libby']
Milton Levenson,Lev,22,25,I have with me Milton Levenson.,3,96,99,['Milton Levenson'],['Milton Levenson']
Milton Levenson,Lev,18,21,My name is Milton Levenson.,5,192,195,['Milton Levenson'],['Milton Levenson']
Milton Levenson,Murphy,16,22,It wasn’t Major Murphy.,156,11521,11527,['Murphy'],['Murphy']
Milton Levenson,North,23,28,"We ended up moving to  Northfield, Minnesota, which is where I finished my growing up and left  there to go the University of Minnesota.",16,726,731,['Northfield'],['Northfield']
Milton Levenson,Lawroski,6,14,"Steve Lawroski, I had known.",291,24023,24031,['Steve Lawroski'],['Steve Lawroski']
Milton Levenson,Steve,17,22,"Fairly early on, Steve had put me in touch with Zinn, because Zinn  had some problems.",301,24805,24810,"['Steve', 'Zinn', 'Zinn']",['Steve']
Milton Levenson,Libby,10,15,"[Willard] Libby was at the University of Chicago and I have no idea,  and I imagine it’s classified, but Libby kept things in his own—Libby  convinced the people in power that it would be a good idea to make  hundreds of thousands of curies of carbon-14.",231,18370,18375,"['Willard] Libby', 'Libby', 'Libby']","['Willard] Libby', 'Libby', 'Libby']"
Milton Levenson,Zinn,15,19,"I  went to see Zinn and said, “Can I tell Fermi he can’t do this?” He said, “Do you think it’s unsafe, what he proposes?” I said, “Yes.” He said, “Go tell him.” Fermi did not object.",318,26538,26542,['Zinn'],['Zinn']
Milton Levenson,Zinn,11,15,"I had told Zinn then, “I don’t think we should accept responsibility  without a supervisor overseeing these people.",348,29478,29482,['Zinn'],['Zinn']
Monsignor William Sweeney,East,15,19,"Well, the next Easter, in ’44, I filled it.",44,3148,3152,['Easter'],['Easter']
Monsignor William Sweeney,East,102,106,"One of the officials, not from here told me, “If you ever fill this tent, I will quit.” Well the next Easter—that must have been ’45—I filled it.",363,18280,18284,['Easter'],['Easter']
Monsignor William Sweeney,East,21,25,That is when the big Easter crowd was.,419,20820,20824,['Easter'],['Easter']
Monsignor William Sweeney,East,63,67,: And then it got smaller because the other Sundays—it was not Easter.,422,20918,20922,['Easter'],['Easter']
Monsignor William Sweeney,Geo,43,46,"I started out from Kennewick, and I got to George Washington Way, at the bridge.",59,4079,4082,['George Washington Way'],['George Washington Way']
Monsignor William Sweeney,Geo,9,12,"I got to George Washington Way, down at the bridge.",531,26075,26078,['George Washington Way'],['George Washington Way']
Monsignor William Sweeney,Geo,30,33,And they were just putting in George Washington Way.,532,26147,26150,['George Washington Way'],['George Washington Way']
Monsignor William Sweeney,Way,11,14,"Washington Way, you could not go on it.",555,27222,27225,['Washington Way'],['Washington Way']
Mound Laboratory Panel Discussion,Bernard,74,81,"A gentlemen by the name of Bernie Bond, an older gentleman, this would be Bernard L.",104,9254,9261,"['Bernie Bond', 'Bernard L.']",['Bernard L.']
Mound Laboratory Panel Discussion,Bill,56,60,"And the one reason I am here is I replaced your mother, Bill, once she retired.",101,9028,9032,['Bill'],['Bill']
Mound Laboratory Panel Discussion,Charles,25,32,"Well, in early ’43, Dr. [Charles] Thomas has attended a scientific meeting where he met James Bryant Conant, or perhaps he had known him before that.",134,12241,12248,"['Charles] Thomas', 'James Bryant Conant']",['Charles] Thomas']
Mound Laboratory Panel Discussion,Hudgens,14,21,: I am Claude Hudgens.,32,2730,2737,['Claude Hudgens'],['Claude Hudgens']
Mound Laboratory Panel Discussion,Con,124,127,"Well, not too many months after that, mainly in the latter part of the winter of ’43, Dr. Thomas received the call from Dr. Conant asking him to come to Washington.",138,12786,12789,"['Thomas', 'Conant']",['Conant']
Mound Laboratory Panel Discussion,Scott,189,194,"I became a supervisor of the initiator organization and remained in that position until 1962, when I was transferred to the administration building to work directly for administrator David Scott.",16,1601,1606,['David Scott'],['David Scott']
Mound Laboratory Panel Discussion,Dayton,24,30,"But he did come back to Dayton and he set up the initial research, if you will, at Central Research over on Nicholas Road in the City of Dayton.",148,13992,13998,['Dayton'],['Dayton']
Mound Laboratory Panel Discussion,Don,137,140,"And that was in the fall of ’53 that that occurred, and my wife left the place and went downtown and got a job with what was then E.F. McDonald.",107,9640,9643,['E.F. McDonald'],['E.F. McDonald']
Mound Laboratory Panel Discussion,Car,31,34,"And I knew somebody here, Ed McCarthy, who was a group leader in the Process Engineering group and he and I had been friends prior to that.",81,6806,6809,['Ed McCarthy'],['Ed McCarthy']
Mound Laboratory Panel Discussion,Geo,25,28,I will turn this over to George Mahfouz.,73,6328,6331,['George Mahfouz'],['George Mahfouz']
Mound Laboratory Panel Discussion,Geo,11,14,My name is George Mahfouz.,75,6366,6369,['George Mahfouz'],['George Mahfouz']
Mound Laboratory Panel Discussion,Geo,68,71,"A short, stubby character showed up who was—turned out his name was George Pish.",37,3015,3018,['George Pish'],['George Pish']
Mound Laboratory Panel Discussion,Essig,17,22,"Later on, as Gus Essig pointed out, the process was transferred here.",181,17919,17924,['Gus Essig'],['Gus Essig']
Mound Laboratory Panel Discussion,Gus,19,22,Everybody calls me Gus.,1,53,56,['Gus'],['Gus']
Mound Laboratory Panel Discussion,Gus,28,31,"That had nothing to do with Gus’ bailiwick, but we were making neutron sources using the polonium-alpha-beryllium reaction.",23,1949,1952,['Gus'],['Gus']
Mound Laboratory Panel Discussion,Gus,38,41,"You were on that team, as I remember, Gus.",182,18009,18012,['Gus'],['Gus']
Mound Laboratory Panel Discussion,Gus,95,98,"That was machined out of beryllium and that machining work was—was that done over at Unit III, Gus?",191,18726,18729,['Gus'],['Gus']
Mound Laboratory Panel Discussion,Alfred,21,27,: My name is Gustave Alfred Essig.,0,21,27,['Gustave Alfred Essig'],['Gustave Alfred Essig']
Mound Laboratory Panel Discussion,Harold,19,25,I worked for a Dr. Harold P.,7,511,517,['Harold P.'],['Harold P.']
Mound Laboratory Panel Discussion,Con,13,16,James Bryant Conant had been the President of Harvard University.,135,12378,12381,['James Bryant Conant'],['James Bryant Conant']
Mound Laboratory Panel Discussion,Richmond,117,125,"But I came back in 1960 and worked for thirty years at Mound and still back in the source business, working for John Richmond, who died later.",27,2347,2355,['John Richmond'],['John Richmond']
Mound Laboratory Panel Discussion,Foster,32,38,So I will turn this over to Ken Foster.,45,4104,4110,['Ken Foster'],['Ken Foster']
Mound Laboratory Panel Discussion,Foster,15,21,": Hi, I am Ken Foster and I joined this project at the Runnymede Playhouse in Oakwood in July 1948.",46,4126,4132,['Ken Foster'],['Ken Foster']
Mound Laboratory Panel Discussion,Martin,13,19,": Okay, I am Martin R.",19,1750,1756,['Martin R.'],['Martin R.']
Mound Laboratory Panel Discussion,Curt,273,277,"And then I returned to the T building to supervise the dosimetry group and I stayed there until about ’72, when I requested a transfer and went over to Nuclear Operations and that is when I got involved with the lady whom we know as the Madame Curie of Mound Lab, Mary Lou Curtis [laughter].",128,11874,11878,['Mary Lou Curtis'],['Mary Lou Curtis']
Mound Laboratory Panel Discussion,Oppenheimer,126,137,And then they wanted Dr. Thomas—“they” meaning General Groves—wanted him to become a co-director of Los Alamos along with Dr. Oppenheimer.,144,13567,13578,['Oppenheimer'],['Oppenheimer']
Mound Laboratory Panel Discussion,Oppenheimer,29,40,"The decision was made by Dr. Oppenheimer and General Groves, that was in 1942 and the bomb went off three years later.",202,19630,19641,['Oppenheimer'],['Oppenheimer']
Mound Laboratory Panel Discussion,Ray,32,35,"Hertz, H-E-R-T-Z, and nicknamed Ray.",20,1791,1794,['Ray'],['Ray']
Mound Laboratory Panel Discussion,Ray,69,72,"We were just getting into the plutonium beryllium source work, which Ray talked about over there, and we did not have a program for plutonium in urine.",122,11150,11153,['Ray'],['Ray']
Mound Laboratory Panel Discussion,Rea,0,3,Reagan: I am Dr. E.,57,5140,5143,['Reagan'],['Reagan']
Mound Laboratory Panel Discussion,Rea,0,3,Reagan.,59,5161,5164,['Reagan'],['Reagan']
Mound Laboratory Panel Discussion,Rea,219,222,"Little did I know that from ’46 to ’48, or the end of ’48 starting in January of ’49, I would be given the assignment to tear down—clean up first—Unit III, which is where the other gentlemen here worked, except for Dr. Reagan.",86,7490,7493,['Reagan'],['Reagan']
Mound Laboratory Panel Discussion,Rea,52,55,"I was very happy, and I am going to have to see Dr. Reagan and get something to kind of calm my nerves down because when I come up here on the hill and see what the hell they are doing to this place, it really tears my liver up.",98,8622,8625,['Reagan'],['Reagan']
Mound Laboratory Panel Discussion,Richmond,4,12,Mr. Richmond had started a neutron source manufacturing operation over at the Central Research Lab at Monsanto on Nicholas Road in Dayton.,280,27543,27551,['Richmond'],['Richmond']
Mound Laboratory Panel Discussion,Glenn,60,65,"And along in ’65, 1965, my mom was given the job by Seaborg—Glenn Seaborg—of making a movie for the Physical Science Study Committee of the National Science Foundation, making a movie to demonstrate that we could measure the mass of atoms.",272,26375,26380,['Seaborg—Glenn Seaborg'],['Seaborg—Glenn Seaborg']
Mound Laboratory Panel Discussion,Shor,18,22,"Bond rather than “Short Bernie,” “Tall Bernie.” And so she came here out of high school and worked here a couple years until the initiator program went down the tubes.",105,9282,9286,['Short Bernie'],['Short Bernie']
Mound Laboratory Panel Discussion,Thoma,4,9,"Dr. Thomas came back here to Dayton because he and Dr. [Carroll] Hockwalt were co-owners of what was then Central Research for Monsanto, and they were both co-directors at the time.",137,12485,12490,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,33,38,And the basic requirement in Dr. Thomas’ case was to have Monsanto take over the chemistry and the development of being able to process polonium.,140,13074,13079,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,4,9,Dr. Thomas accepted that assignment.,143,13409,13414,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,4,9,Dr. Thomas did not want to do that because he did not want to leave Monsanto.,145,13583,13588,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,56,61,"What happened with that part of the assignment with Dr. Thomas, I do not have any knowledge of that.",147,13924,13929,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,106,111,"So the Runnymede Playhouse was selected and the reason that was selected was twofold, first of which, Dr. Thomas was married to one of the Talbot daughters.",166,16012,16017,['Thomas'],['Thomas']
Mound Laboratory Panel Discussion,Thoma,8,13,"But Dr. Thomas did get that rolling, along with Dr. Hockwalt.",161,15446,15451,"['Thomas', 'Hockwalt']",['Thomas']
Mound Laboratory Panel Discussion,Warren Sheehan,24,38,[laughter] : My name is Warren Sheehan.,99,8822,8836,['Warren Sheehan'],['Warren Sheehan']
Murray Peshkin,Bertrand,18,26,"In November 1948, Bertrand Russell, who was a great pacifist, and at one time a great communist, urged in a public speech that we should use those bombs to attack the Soviet Union before they got them.",418,27906,27914,['Bertrand Russell'],['Bertrand Russell']
Murray Peshkin,Bertrand,3,11,"If Bertrand Russell could suggest such a thing, I think Norman Ramsey is right.",419,28092,28100,"['Bertrand Russell', 'Norman Ramsey']",['Bertrand Russell']
Murray Peshkin,Wilson,19,25,Hans Bethe and Bob Wilson defended him.,254,17161,17167,"['Hans Bethe', 'Bob Wilson']",['Bob Wilson']
Murray Peshkin,Green,36,41,We had Klaus Fuchs and we had David Greenglass and we had Ted Hall.,264,17668,17673,"['Klaus Fuchs', 'David Greenglass', 'Ted Hall']",['David Greenglass']
Murray Peshkin,Green,27,32,"Also in the Army was David Greenglass, the notorious spy.",27,2401,2406,['David Greenglass'],['David Greenglass']
Murray Peshkin,Green,10,15,"Oh, David Greenglass was a machinist.",293,19785,19790,['David Greenglass'],['David Greenglass']
Murray Peshkin,Feynman,23,30,I was working for Dick Feynman that was why I knew people at all.,52,3746,3753,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,8,15,"If Dick Feynman had had the kind of electronic programmable electronic pocket calculator that you can buy today for $50, he wouldn’t have needed me at all.",57,4031,4038,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,19,26,Tell us about Dick Feynman.,63,4376,4383,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,5,12,"Dick Feynman was different from anybody else I ever met, and I met many very great physicists.",64,4389,4396,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,39,46,"Boy, you could learn physics from Dick Feynman wonderfully.",71,4941,4948,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,77,84,"It means died of too much rigor.” One way of explaining how it was with Dick Feynman, was that you could go to his lectures and they were magnificent.",78,5501,5508,['Dick Feynman'],['Dick Feynman']
Murray Peshkin,Feynman,5,12,Dick Feynman’s idea of a proof was to give two examples of a mathematical proof.,74,5077,5084,['Dick Feynman’s'],['Dick Feynman’s']
Murray Peshkin,Frank,0,5,"Frank, the military historian, mentioned another reason that I had not heard until I read his book.",356,23474,23479,['Frank'],['Frank']
Murray Peshkin,Frank,0,5,"Frank, who has read the translated transcripts says, he’s a historian, says that they were not ready to surrender.",375,24719,24724,['Frank'],['Frank']
Murray Peshkin,Moseley,58,65,"In the First World War, a man named, I think it was Henry Moseley, who was considered probably the most promising young atomic scientist in the country had, against the advice of his friends and colleagues, volunteered to fight in the infantry and died.",6,400,407,['Henry Moseley'],['Henry Moseley']
Murray Peshkin,Julius Rosenberg,97,113,"Well, that was the apartment where Greenglass gave his secret information to his brother-in-law, Julius Rosenberg.",42,3204,3220,['Julius Rosenberg'],['Julius Rosenberg']
Murray Peshkin,Klaus Fuchs,27,38,That’s a great contrast to Klaus Fuchs.,47,3586,3597,['Klaus Fuchs'],['Klaus Fuchs']
Murray Peshkin,Klaus Fuchs,19,30,"On the other hand, Klaus Fuchs knew the only important secret before he came to Los Alamos.",270,18359,18370,['Klaus Fuchs'],['Klaus Fuchs']
Murray Peshkin,Leslie,9,15,"General [Leslie] Groves would have liked to treat the places, almost what we would have thought of as a prison camp, you know.",266,17771,17777,['Leslie] Groves'],['Leslie] Groves']
Murray Peshkin,Louis Slotin,29,41,The most extreme example was Louis Slotin.,86,6115,6127,['Louis Slotin'],['Louis Slotin']
Murray Peshkin,Louis Slotin,59,71,I was in another part of the same group after the war that Louis Slotin was in.,87,6187,6199,['Louis Slotin'],['Louis Slotin']
Murray Peshkin,Louis Slotin,0,12,"Louis Slotin had the upper hemisphere, had his hands on it, and he threw it away.",102,7335,7347,['Louis Slotin'],['Louis Slotin']
Murray Peshkin,Louis Slotin,16,28,"Ten days later, Louis Slotin died.",113,7973,7985,['Louis Slotin'],['Louis Slotin']
Murray Peshkin,Louis Slotin,78,90,You remember I told you that I went in there to help clean out that lab after Louis Slotin’s accident.,421,28268,28280,['Louis Slotin’s'],['Louis Slotin’s']
Murray Peshkin,Martin Sherwin,19,33,"On the other hand, Martin Sherwin, who was also a historian, has done that same thing.",376,24852,24866,['Martin Sherwin'],['Martin Sherwin']
Murray Peshkin,Norman Ramsey,0,13,"Norman Ramsey, who was on the plane that accompanied the Hiroshima bombing, the Enola Gay, said in a public speech, which I heard, and answered to a similar question.",326,21390,21403,['Norman Ramsey'],['Norman Ramsey']
Murray Peshkin,Norman Ramsey,19,32,"Well, that is what Norman Ramsey indicated.",410,27339,27352,['Norman Ramsey'],['Norman Ramsey']
Murray Peshkin,Morris,5,11,Phil Morrison.,193,12981,12987,['Phil Morrison'],['Phil Morrison']
Murray Peshkin,Morris,5,11,Phil Morrison was building what was then a very novel type of reactor.,197,13082,13088,['Phil Morrison'],['Phil Morrison']
Murray Peshkin,Morris,5,11,"Phil Morrison, who was in charge of the project, speculated that he had been swinging on one of those hooks from the ceiling and crashed into something.",211,13990,13996,['Phil Morrison'],['Phil Morrison']
Murray Peshkin,Morris,26,32,The FBI was hounding Phil Morrison.,437,29225,29231,['Phil Morrison'],['Phil Morrison']
Murray Peshkin,Phil,4,8,Now Phil was a remarkable man.,221,14692,14696,['Phil'],['Phil']
Murray Peshkin,Phil,5,9,"Now, Phil had been one of the first few people to go into Japan, after the bombing, to talk with people.",231,15128,15132,['Phil'],['Phil']
Murray Peshkin,Phil,54,58,"So they were going after his former students, of whom Phil was one, and trying to frighten them into implicating Oppenheimer, to saying that he had been a member of the communist party.",239,15877,15881,['Phil'],['Phil']
Murray Peshkin,Phil,29,33,"It was very interesting that Phil, like many of his fellows in that class, was furious with Oppenheimer.",241,16065,16069,['Phil'],['Phil']
Murray Peshkin,Phil,0,4,"Phil, I have it only from him, but it’s absolutely, certainly true.",244,16388,16392,['Phil'],['Phil']
Murray Peshkin,Phil,0,4,"Phil, being questioned by this committee, refused to testify on some untried constitutional grounds.",245,16455,16459,['Phil'],['Phil']
Murray Peshkin,Phil,0,4,Phil asked them to do that and they refused.,425,28452,28456,['Phil'],['Phil']
Murray Peshkin,Phil,0,4,"Phil just laughed and said, “I guarantee you; if you put new bugs in they won’t die, because they had died in that explosion or they had died of starvation or something in the time that the lab was closed.” It doesn’t take very long.",427,28551,28555,['Phil'],['Phil']
Murray Peshkin,Phil,0,4,Phil couldn’t be fired by Cornell because of his tenure and all that.,441,29528,29532,['Phil'],['Phil']
Murray Peshkin,Morris,99,105,"The next thing I would love to have you tell us about, which is in your notes as well, was Phillip Morrison and what you thought about him, and tell us about him.",192,12913,12919,['Phillip Morrison'],['Phillip Morrison']
Murray Peshkin,Morris,12,18,"Now Phillip Morrison was a professor at Cornell after the war, where I was remained closely associated with him.",249,16752,16758,['Phillip Morrison'],['Phillip Morrison']
Murray Peshkin,Richard,0,7,Richard B.,355,23464,23471,['Richard B.'],['Richard B.']
Murray Peshkin,Richard,4,11,And Richard B.,374,24709,24716,['Richard B.'],['Richard B.']
Murray Peshkin,Richard Rhodes,0,14,Richard Rhodes — no I’m sorry.,353,23409,23423,['Richard Rhodes'],['Richard Rhodes']
Murray Peshkin,Richard Rhodes,10,24,It wasn’t Richard Rhodes.,354,23449,23463,['Richard Rhodes'],['Richard Rhodes']
Murray Peshkin,Stalin,14,20,That was when Stalin knew that he had to get his guys working on it.,274,18621,18627,['Stalin'],['Stalin']
Murray Peshkin,Stalin,32,38,But they had the advantage that Stalin could force all the best people to work on it.,340,22564,22570,['Stalin'],['Stalin']
Murray Peshkin,Hall,17,21,Did you know Ted Hall?,297,19950,19954,['Ted Hall'],['Ted Hall']
Murray Peshkin,Hall,19,23,I did not know Ted Hall.,299,19983,19987,['Ted Hall'],['Ted Hall']
Murray Peshkin,Ted,13,16,Did you know Ted?,296,19929,19932,['Ted'],['Ted']
Murray Peshkin,Truman,42,48,"He thinks that he people around President Truman knew that they were ready to surrender, on the condition that they get to keep their Emperor.",378,25005,25011,['Truman'],['Truman']
Murray Peshkin,Truman,29,35,"Now, I could easily see that Truman and the Generals, faced with the choice between using that bomb or carrying out that dangerous—that dreadful invasion, might have found it a very easy decision to use the bomb.",380,25199,25205,['Truman'],['Truman']
Murray Peshkin,William,59,66,"He was persecuted by one of the congressional committees, [William E.] Jenner’s, I think, I’m not quite sure.",234,15634,15641,['William E.]'],['William E.]']
Myfanwy Pritchard-Roberts,Chester,16,23,"And, we went to Chester when we came and there was a dance on somewhere, and we went to this dance.",162,12830,12837,['Chester'],['Chester']
Myfanwy Pritchard-Roberts,Clark,65,70,"And, the same thing in the physics lab, where there was a Doctor Clark, he seemed to be the head of the physics lab.",20,1818,1823,['Clark'],['Clark']
Myfanwy Pritchard-Roberts,Coe,26,29,Was there something up at Coed Du?,194,15708,15711,['Coed Du'],['Coed Du']
Myfanwy Pritchard-Roberts,John,7,11,Was it John Barbirolli?,32,2665,2669,['John Barbirolli'],['John Barbirolli']
Myfanwy Pritchard-Roberts,John,18,22,"That’s right, Sir John Barbirolli, he conducted.",33,2699,2703,['John Barbirolli'],['John Barbirolli']
Myfanwy Pritchard-Roberts,Mae,61,64,"And, I mean, it was all P-6, you see, everybody came from my Maes Alyn, they all came.",180,14401,14404,['Maes Alyn'],['Maes Alyn']
Myfanwy Pritchard-Roberts,Mae,28,31,And a lot of them stayed in Maes Alyn on the way to Rhydymwyn.,38,3071,3074,"['Maes Alyn', 'Rhydymwyn']",['Maes Alyn']
Myfanwy Pritchard-Roberts,Mann,100,104,"It was just hearsay, this is just a story that went round and it was two of the—there was, this Mr. Manning and his deputy, and there was some other people as well, took a van from Rhydymwyn here, one evening to meet a plane after work there.",69,5331,5335,"['Manning', 'Rhydymwyn']",['Manning']
Myfanwy Pritchard-Roberts,Phil,14,18,The Liverpool Phil?,29,2530,2534,['Phil'],['Phil']
Myfanwy Pritchard-Roberts,Phil,22,26,"No, not the Liverpool Phil, the— The Hallé?",30,2557,2561,['Phil'],['Phil']
Myfanwy Pritchard-Roberts,Pearson,86,93,"And then in the chemistry lab, which I was there for quite a while, I worked with Ron Pearson.",16,1526,1533,['Ron Pearson'],['Ron Pearson']
Myfanwy Pritchard-Roberts,Pearson,4,11,Ron Pearson.,56,4459,4466,['Ron Pearson'],['Ron Pearson']
Myfanwy Pritchard-Roberts,Pearson,9,16,"And, Ron Pearson had to go away, so he asked me if I’d stay with his wife, and I think just to keep an eye on her really.",64,4904,4911,['Ron Pearson'],['Ron Pearson']
Myfanwy Pritchard-Roberts,Welsh,58,63,"Kit, of course, she came from Yorkshire, she thought this Welsh singing was marvelous and they were singing, I can always remember it, “Bread of Heaven.” And, Kit was going at it and, oh, just wonderful, wonderful evening, you know, all this singing in a pub.",205,16375,16380,"['Yorkshire', 'Welsh', 'Kit']",['Welsh']
